date,city,weather,t_max,t_min,t_avg,rain_mm,windSpeed,windDirection,humidity,pressure
2021-10-24,Hyderabad,partially cloudy,21,13,18,0,7.3,e,20,1186

2021-10-23,Hyderabad,cloudy,21,6,11,0,8.9,s,49,1025

2021-10-22,Hyderabad,rainy,19,8,14,97,1.8,o,20,1045

2021-10-21,Hyderabad,hurricane,18,7,15,34,13.4,se,57,983

2021-10-20,Hyderabad,rainy,29,18,23,141,13.0,so,26,965

2021-10-19,Hyderabad,sunny,19,10,16,0,10.1,n,61,1185

2021-10-18,Hyderabad,sunny,18,4,7,0,7.5,ne,18,1102

2021-10-17,Hyderabad,rainy,23,11,15,107,6.9,o,45,1045

2021-10-16,Hyderabad,partially cloudy,12,3,8,0,1.2,se,40,961

2021-10-15,Hyderabad,sunny,14,5,8,0,7.4,n,70,1065

2021-10-14,Hyderabad,sunny,29,14,24,0,7.5,ne,35,1129

2021-10-13,Hyderabad,foggy,17,4,7,0,10.9,o,18,1038

2021-10-12,Hyderabad,partially cloudy,22,6,16,0,10.8,se,32,1114

2021-10-11,Hyderabad,rainy,22,13,17,89,12.1,n,63,1011

2021-10-10,Hyderabad,rainy,23,12,19,66,12.6,o,39,1115

2021-10-09,Hyderabad,tornado,27,6,17,0,12.5,e,64,1088

2021-10-08,Hyderabad,partially cloudy,25,12,18,0,7.6,s,58,1086

2021-10-07,Hyderabad,rainy,16,8,11,69,1.1,no,10,951

2021-10-06,Hyderabad,sunny,27,0,17,0,11.5,e,66,954

2021-10-05,Hyderabad,sunny,22,11,14,0,14.2,so,47,977

2021-10-04,Hyderabad,rainy,22,1,14,66,14.3,s,36,1077

2021-10-03,Hyderabad,rainy,29,7,26,192,14.5,ne,30,1163

2021-10-02,Hyderabad,sunny,16,6,9,0,14.9,n,34,1099

2021-10-01,Hyderabad,sunny,26,17,22,0,1.9,n,32,963

2021-09-30,Hyderabad,sunny,18,9,15,0,8.6,se,68,1029

2021-09-29,Hyderabad,sunny,12,1,9,0,7.7,s,21,993

2021-09-28,Hyderabad,partially cloudy,15,5,8,0,6.1,o,48,1181

2021-09-27,Hyderabad,sunny,22,0,7,0,9.3,e,66,1036

2021-09-26,Hyderabad,sunny,27,9,21,0,4.7,s,47,987

2021-09-25,Hyderabad,stormy,28,4,7,82,6.2,s,10,954

2021-09-24,Hyderabad,rainy,30,14,24,119,10.3,n,18,1178

2021-09-23,Hyderabad,cloudy,26,4,15,0,1.9,se,28,1147

2021-09-22,Hyderabad,cloudy,19,11,14,0,13.6,ne,55,1077

2021-09-21,Hyderabad,sunny,18,3,10,0,3.2,se,32,973

2021-09-20,Hyderabad,cloudy,30,15,20,0,1.8,o,18,1162

2021-09-19,Hyderabad,sunny,18,5,9,0,2.2,e,12,999

2021-09-18,Hyderabad,hurricane,25,1,8,166,10.8,no,64,1021

2021-09-17,Hyderabad,sunny,15,2,10,0,4.7,n,19,1117

2021-09-16,Hyderabad,sunny,25,1,18,0,12.2,ne,30,1148

2021-09-15,Hyderabad,sunny,21,5,11,0,0.5,s,35,952

2021-09-14,Hyderabad,sunny,24,14,20,0,12.6,n,18,1107

2021-09-13,Hyderabad,stormy,23,1,5,183,2.8,o,26,1074

2021-09-12,Hyderabad,rainy,10,0,3,104,1.9,o,22,1114

2021-09-11,Hyderabad,sunny,17,3,9,0,6.6,ne,19,964

2021-09-10,Hyderabad,partially cloudy,19,7,10,0,1.5,so,11,1053

2021-09-09,Hyderabad,rainy,18,8,13,160,9.6,e,61,1054

2021-09-08,Hyderabad,sunny,20,10,14,0,12.1,so,23,1176

2021-09-07,Hyderabad,rainy,21,11,14,160,9.7,n,59,1102

2021-09-06,Hyderabad,tornado,26,10,13,0,6.0,e,32,1044

2021-09-05,Hyderabad,rainy,21,2,12,125,3.2,n,46,978

2021-09-04,Hyderabad,foggy,26,8,15,0,12.3,e,31,1143

2021-09-03,Hyderabad,sunny,13,1,10,0,1.2,o,29,1073

2021-09-02,Hyderabad,sunny,12,3,9,0,3.5,s,41,1014

2021-09-01,Hyderabad,stormy,22,1,17,190,13.4,o,65,1115

2021-08-31,Hyderabad,partially cloudy,15,6,12,0,11.2,so,20,974

2021-08-30,Hyderabad,sunny,12,3,8,0,10.2,e,44,1008

2021-08-29,Hyderabad,foggy,10,0,5,0,9.6,no,49,1133

2021-08-28,Hyderabad,cloudy,18,9,14,0,13.8,no,19,1093

2021-08-27,Hyderabad,cloudy,14,1,6,0,12.8,n,16,1073

2021-08-26,Hyderabad,sunny,13,2,8,0,10.1,o,13,1098

2021-08-25,Hyderabad,rainy,26,10,17,24,8.1,e,28,1192

2021-08-24,Hyderabad,rainy,11,0,8,97,14.1,o,10,1084

2021-08-23,Hyderabad,sunny,26,16,23,0,12.3,o,67,966

2021-08-22,Hyderabad,partially cloudy,17,6,13,0,0.7,o,55,1089

2021-08-21,Hyderabad,partially cloudy,15,5,9,0,1.5,so,62,960

2021-08-20,Hyderabad,sunny,22,0,6,0,0.8,n,58,978

2021-08-19,Hyderabad,sunny,22,0,8,0,14.5,e,23,1123

2021-08-18,Hyderabad,partially cloudy,30,14,24,0,13.7,e,53,1147

2021-08-17,Hyderabad,partially cloudy,12,3,9,0,5.0,o,11,1044

2021-08-16,Hyderabad,tornado,14,6,10,0,4.6,n,56,1141

2021-08-15,Hyderabad,rainy,22,6,10,15,2.6,ne,41,1021

2021-08-14,Hyderabad,partially cloudy,17,5,12,0,4.6,ne,38,1042

2021-08-13,Hyderabad,sunny,13,2,6,0,11.5,no,48,1168

2021-08-12,Hyderabad,sunny,10,0,6,0,10.6,n,64,1017

2021-08-11,Hyderabad,rainy,10,1,6,88,12.1,e,64,1025

2021-08-10,Hyderabad,partially cloudy,29,2,14,0,14.1,ne,67,1079

2021-08-09,Hyderabad,rainy,30,12,22,70,6.0,no,33,1192

2021-08-08,Hyderabad,rainy,18,6,12,98,14.1,ne,32,1130

2021-08-07,Hyderabad,cloudy,12,1,5,0,3.7,no,32,977

2021-08-06,Hyderabad,sunny,23,11,16,0,7.1,o,68,1112

2021-08-05,Hyderabad,partially cloudy,28,19,22,0,7.5,o,17,1157

2021-08-04,Hyderabad,sunny,26,14,22,0,5.0,ne,58,1067

2021-08-03,Hyderabad,sunny,29,12,21,0,2.2,no,36,1023

2021-08-02,Hyderabad,foggy,20,9,16,0,13.1,so,58,985

2021-08-01,Hyderabad,sunny,23,12,18,0,3.6,e,53,1026

2021-07-31,Hyderabad,partially cloudy,12,2,9,0,8.2,s,35,1019

2021-07-30,Hyderabad,rainy,18,10,14,92,9.8,so,19,1129

2021-07-29,Hyderabad,sunny,24,7,14,0,4.6,s,20,1186

2021-07-28,Hyderabad,partially cloudy,26,8,18,0,12.3,n,68,1179

2021-07-27,Hyderabad,rainy,16,3,11,20,12.3,se,25,1071

2021-07-26,Hyderabad,tornado,13,0,8,0,11.9,so,33,1156

2021-07-25,Hyderabad,stormy,21,4,8,131,11.0,s,48,1155

2021-07-24,Hyderabad,tornado,21,10,17,0,10.5,e,69,991

2021-07-23,Hyderabad,cloudy,20,8,15,0,11.8,ne,19,1143

2021-07-22,Hyderabad,partially cloudy,28,14,19,0,1.1,e,14,1084

2021-07-21,Hyderabad,rainy,23,5,14,38,0.6,n,47,1038

2021-07-20,Hyderabad,rainy,11,0,4,185,3.3,o,20,1022

2021-07-19,Hyderabad,rainy,14,4,11,54,13.0,se,28,1006

2021-07-18,Hyderabad,rainy,16,2,8,36,2.2,s,36,1113

2021-07-17,Hyderabad,sunny,25,13,19,0,2.1,no,17,952

2021-07-16,Hyderabad,rainy,30,11,27,140,4.1,o,18,1097

2021-07-15,Hyderabad,sunny,17,2,6,0,2.9,n,28,963

2021-07-14,Hyderabad,sunny,21,6,12,0,12.8,ne,41,1128

2021-07-13,Hyderabad,cloudy,26,4,12,0,0.8,s,39,964

2021-07-12,Hyderabad,rainy,13,4,7,44,10.2,s,41,1156

2021-07-11,Hyderabad,sunny,27,17,20,0,13.5,n,32,1004

2021-07-10,Hyderabad,sunny,15,1,11,0,9.8,so,36,1153

2021-07-09,Hyderabad,rainy,28,17,24,191,14.4,se,54,1007

2021-07-08,Hyderabad,rainy,23,3,9,105,1.9,o,32,953

2021-07-07,Hyderabad,sunny,15,3,7,0,13.3,se,68,1200

2021-07-06,Hyderabad,hurricane,29,9,20,19,8.5,se,46,1182

2021-07-05,Hyderabad,hurricane,13,5,8,67,11.3,n,47,1149

2021-07-04,Hyderabad,hurricane,13,1,7,157,10.6,s,25,1090

2021-07-03,Hyderabad,rainy,27,11,14,20,8.3,se,53,1077

2021-07-02,Hyderabad,sunny,21,9,12,0,3.1,no,63,953

2021-07-01,Hyderabad,tornado,23,14,20,0,14.0,o,28,1012

2021-06-30,Hyderabad,stormy,24,12,16,109,10.4,e,43,1019

2021-06-29,Hyderabad,partially cloudy,22,10,17,0,6.1,n,64,1025

2021-06-28,Hyderabad,stormy,18,7,12,140,13.8,ne,59,1146

2021-06-27,Hyderabad,sunny,11,3,6,0,9.5,e,18,1109

2021-06-26,Hyderabad,partially cloudy,13,2,6,0,4.9,n,33,959

2021-06-25,Hyderabad,rainy,14,3,7,105,7.2,s,23,1158

2021-06-24,Hyderabad,partially cloudy,23,15,18,0,0.9,no,26,1112

2021-06-23,Hyderabad,tornado,29,9,25,0,0.7,e,20,1062

2021-06-22,Hyderabad,rainy,24,7,10,105,10.3,so,18,1138

2021-06-21,Hyderabad,sunny,18,3,8,0,10.2,se,56,1004

2021-06-20,Hyderabad,sunny,17,2,8,0,3.1,s,10,1142

2021-06-19,Hyderabad,sunny,14,2,7,0,6.8,ne,50,1047

2021-06-18,Hyderabad,hurricane,10,1,5,49,8.7,n,11,1036

2021-06-17,Hyderabad,partially cloudy,17,2,8,0,5.8,n,52,1153

2021-06-16,Hyderabad,cloudy,20,10,17,0,8.8,se,23,997

2021-06-15,Hyderabad,sunny,11,2,6,0,12.2,se,51,1096

2021-06-14,Hyderabad,rainy,22,11,16,83,2.4,s,65,958

2021-06-13,Hyderabad,partially cloudy,18,1,15,0,13.3,e,16,953

2021-06-12,Hyderabad,sunny,11,1,8,0,13.3,o,32,978

2021-06-11,Hyderabad,sunny,28,3,25,0,14.2,no,47,976

2021-06-10,Hyderabad,rainy,13,3,7,137,2.7,no,49,953

2021-06-09,Hyderabad,sunny,30,5,17,0,5.9,no,41,981

2021-06-08,Hyderabad,stormy,26,6,21,83,2.2,so,68,1059

2021-06-07,Hyderabad,sunny,16,2,8,0,14.9,s,25,1090

2021-06-06,Hyderabad,sunny,22,5,16,0,5.6,o,64,985

2021-06-05,Hyderabad,sunny,14,2,5,0,14.5,ne,37,964

2021-06-04,Hyderabad,rainy,11,1,6,31,9.5,o,40,1009

2021-06-03,Hyderabad,rainy,11,2,6,106,3.0,ne,39,1009

2021-06-02,Hyderabad,foggy,10,0,5,0,0.6,s,56,1039

2021-06-01,Hyderabad,partially cloudy,11,0,3,0,10.6,n,23,956

2021-05-31,Hyderabad,rainy,16,4,10,107,9.6,o,69,988

2021-05-30,Hyderabad,rainy,23,1,13,8,6.5,ne,22,1060

2021-05-29,Hyderabad,partially cloudy,26,0,10,0,4.3,s,41,1056

2021-05-28,Hyderabad,rainy,25,17,20,156,0.8,o,31,1005

2021-05-27,Hyderabad,partially cloudy,23,12,18,0,5.6,o,61,1004

2021-05-26,Hyderabad,stormy,24,8,16,183,2.4,e,22,1073

2021-05-25,Hyderabad,foggy,28,15,19,0,14.0,so,34,1182

2021-05-24,Hyderabad,partially cloudy,19,0,10,0,12.4,o,63,1090

2021-05-23,Hyderabad,sunny,24,1,18,0,9.6,ne,25,1095

2021-05-22,Hyderabad,sunny,24,3,11,0,8.7,se,29,1181

2021-05-21,Hyderabad,partially cloudy,19,10,15,0,12.6,se,39,951

2021-05-20,Hyderabad,rainy,27,3,11,69,10.1,e,47,1176

2021-05-19,Hyderabad,rainy,25,6,22,130,8.5,s,58,1027

2021-05-18,Hyderabad,partially cloudy,25,15,18,0,13.4,s,45,1003

2021-05-17,Hyderabad,foggy,23,6,13,0,12.9,so,69,1058

2021-05-16,Hyderabad,sunny,26,1,4,0,5.6,e,42,983

2021-05-15,Hyderabad,partially cloudy,16,1,6,0,10.6,n,62,1060

2021-05-14,Hyderabad,foggy,15,6,12,0,8.6,o,55,1084

2021-05-13,Hyderabad,rainy,10,1,7,59,5.4,ne,63,1108

2021-05-12,Hyderabad,rainy,16,5,13,34,1.4,n,12,1157

2021-05-11,Hyderabad,sunny,29,11,21,0,10.1,no,65,1040

2021-05-10,Hyderabad,partially cloudy,19,4,8,0,1.3,so,11,1061

2021-05-09,Hyderabad,hurricane,30,18,21,24,11.4,o,55,1131

2021-05-08,Hyderabad,stormy,18,7,12,37,5.3,n,34,1157

2021-05-07,Hyderabad,cloudy,18,1,5,0,5.2,ne,59,1050

2021-05-06,Hyderabad,foggy,14,6,10,0,4.8,so,16,1045

2021-05-05,Hyderabad,partially cloudy,16,0,7,0,4.7,se,69,1075

2021-05-04,Hyderabad,sunny,18,0,6,0,11.9,s,69,1092

2021-05-03,Hyderabad,sunny,11,3,7,0,4.4,no,58,1191

2021-05-02,Hyderabad,sunny,10,1,5,0,14.3,n,12,1145

2021-05-01,Hyderabad,sunny,23,11,17,0,5.4,no,67,1179

2021-04-30,Hyderabad,tornado,20,0,13,0,10.1,se,55,1087

2021-04-29,Hyderabad,stormy,22,2,17,31,5.0,o,64,1076

2021-04-28,Hyderabad,sunny,25,17,20,0,1.8,o,15,1050

2021-04-27,Hyderabad,sunny,10,0,6,0,3.7,n,21,1154

2021-04-26,Hyderabad,stormy,21,2,11,61,10.4,se,59,1110

2021-04-25,Hyderabad,rainy,28,11,25,168,1.5,s,63,975

2021-04-24,Hyderabad,sunny,27,2,5,0,13.8,n,22,989

2021-04-23,Hyderabad,cloudy,15,0,11,0,5.9,so,64,955

2021-04-22,Hyderabad,sunny,30,0,17,0,3.2,so,61,1143

2021-04-21,Hyderabad,sunny,24,10,21,0,14.0,ne,41,1082

2021-04-20,Hyderabad,sunny,20,2,7,0,13.6,so,53,1058

2021-04-19,Hyderabad,sunny,23,7,11,0,4.7,se,60,975

2021-04-18,Hyderabad,sunny,30,19,24,0,6.5,so,47,1035

2021-04-17,Hyderabad,partially cloudy,28,12,16,0,14.2,s,10,1058

2021-04-16,Hyderabad,sunny,13,0,9,0,14.2,no,64,1019

2021-04-15,Hyderabad,partially cloudy,19,8,14,0,14.5,ne,26,1047

2021-04-14,Hyderabad,rainy,27,19,22,117,13.1,se,43,1027

2021-04-13,Hyderabad,partially cloudy,29,7,18,0,3.7,e,47,998

2021-04-12,Hyderabad,foggy,29,14,25,0,0.9,no,51,983

2021-04-11,Hyderabad,stormy,29,15,21,176,13.1,e,19,1084

2021-04-10,Hyderabad,rainy,16,8,11,29,2.0,n,66,1017

2021-04-09,Hyderabad,rainy,30,12,24,192,3.1,ne,67,1105

2021-04-08,Hyderabad,sunny,18,5,10,0,8.0,no,61,1053

2021-04-07,Hyderabad,rainy,18,3,14,168,14.4,s,45,969

2021-04-06,Hyderabad,rainy,20,3,6,121,8.6,o,33,1013

2021-04-05,Hyderabad,partially cloudy,27,7,14,0,2.0,se,44,1192

2021-04-04,Hyderabad,sunny,27,3,14,0,8.5,s,12,956

2021-04-03,Hyderabad,partially cloudy,11,2,7,0,6.3,s,34,1088

2021-04-02,Hyderabad,tornado,12,0,6,0,12.0,ne,31,964

2021-04-01,Hyderabad,sunny,15,4,7,0,14.7,n,60,1191

2021-03-31,Hyderabad,tornado,26,5,9,0,1.5,se,41,1126

2021-03-30,Hyderabad,sunny,11,2,8,0,14.3,s,18,985

2021-03-29,Hyderabad,foggy,26,14,23,0,8.9,se,53,1162

2021-03-28,Hyderabad,sunny,21,12,18,0,10.3,ne,22,982

2021-03-27,Hyderabad,rainy,10,0,6,16,0.8,no,18,1061

2021-03-26,Hyderabad,rainy,11,3,7,168,9.2,s,47,1105

2021-03-25,Hyderabad,tornado,30,9,12,0,6.9,s,33,1153

2021-03-24,Hyderabad,sunny,23,13,20,0,5.8,so,49,1051

2021-03-23,Hyderabad,tornado,25,1,22,0,1.5,s,15,1189

2021-03-22,Hyderabad,partially cloudy,20,9,17,0,6.3,o,11,1149

2021-03-21,Hyderabad,partially cloudy,25,2,17,0,11.0,ne,69,1157

2021-03-20,Hyderabad,sunny,20,2,13,0,13.0,n,19,1094

2021-03-19,Hyderabad,partially cloudy,27,2,7,0,11.8,n,46,974

2021-03-18,Hyderabad,sunny,30,16,25,0,9.5,no,40,1147

2021-03-17,Hyderabad,stormy,23,7,17,83,2.3,n,40,1037

2021-03-16,Hyderabad,sunny,18,4,12,0,9.7,e,38,1051

2021-03-15,Hyderabad,rainy,16,4,12,81,12.2,o,49,1055

2021-03-14,Hyderabad,sunny,13,1,6,0,8.0,se,65,1139

2021-03-13,Hyderabad,sunny,30,3,19,0,14.5,se,56,975

2021-03-12,Hyderabad,sunny,16,6,9,0,3.1,se,60,1123

2021-03-11,Hyderabad,cloudy,26,15,21,0,13.2,no,33,1006

2021-03-10,Hyderabad,partially cloudy,16,4,9,0,7.8,o,69,1012

2021-03-09,Hyderabad,sunny,28,18,22,0,13.3,o,54,1060

2021-03-08,Hyderabad,rainy,27,15,24,139,13.3,se,57,1138

2021-03-07,Hyderabad,sunny,21,6,14,0,7.1,e,40,1097

2021-03-06,Hyderabad,cloudy,10,0,5,0,5.1,e,28,1162

2021-03-05,Hyderabad,rainy,15,1,8,137,10.6,n,36,1074

2021-03-04,Hyderabad,partially cloudy,11,1,8,0,14.4,se,47,1100

2021-03-03,Hyderabad,stormy,17,4,13,167,13.6,o,49,1162

2021-03-02,Hyderabad,rainy,16,8,12,135,2.5,o,31,1114

2021-03-01,Hyderabad,stormy,29,20,25,101,10.2,ne,51,1105

2021-02-28,Hyderabad,hurricane,22,9,14,167,2.5,o,20,1167

2021-02-27,Hyderabad,foggy,28,15,22,0,8.0,n,69,1191

2021-02-26,Hyderabad,stormy,25,1,22,140,4.5,n,41,1152

2021-02-25,Hyderabad,sunny,18,3,7,0,14.5,ne,70,1170

2021-02-24,Hyderabad,sunny,29,9,19,0,10.3,n,47,1037

2021-02-23,Hyderabad,partially cloudy,16,5,13,0,8.8,so,27,1145

2021-02-22,Hyderabad,partially cloudy,23,14,18,0,3.0,e,70,1005

2021-02-21,Hyderabad,partially cloudy,11,0,7,0,8.5,se,13,959

2021-02-20,Hyderabad,rainy,29,5,25,30,5.7,n,38,1146

2021-02-19,Hyderabad,sunny,26,12,16,0,8.0,s,28,1102

2021-02-18,Hyderabad,partially cloudy,13,3,6,0,8.1,n,42,1050

2021-02-17,Hyderabad,sunny,18,5,10,0,13.5,n,33,1013

2021-02-16,Hyderabad,hurricane,28,4,24,98,13.2,n,23,1186

2021-02-15,Hyderabad,cloudy,29,4,7,0,10.7,so,57,1068

2021-02-14,Hyderabad,sunny,11,0,6,0,7.2,s,10,1058

2021-02-13,Hyderabad,hurricane,27,3,12,136,5.5,no,25,1173

2021-02-12,Hyderabad,sunny,17,1,4,0,11.2,e,12,1056

2021-02-11,Hyderabad,sunny,15,4,12,0,7.6,s,65,1098

2021-02-10,Hyderabad,partially cloudy,28,17,20,0,0.9,n,45,989

2021-02-09,Hyderabad,cloudy,22,1,6,0,10.0,no,69,1183

2021-02-08,Hyderabad,sunny,12,3,9,0,13.9,no,49,1117

2021-02-07,Hyderabad,sunny,12,4,8,0,5.4,ne,23,1021

2021-02-06,Hyderabad,cloudy,14,2,9,0,12.8,s,59,1134

2021-02-05,Hyderabad,rainy,13,2,5,178,12.1,no,31,1025

2021-02-04,Hyderabad,rainy,17,9,13,70,5.2,no,54,973

2021-02-03,Hyderabad,cloudy,30,5,13,0,13.3,ne,35,1094

